,song_id,song,artist,lyrics,views,genre,acutal_lyrics
43,90475,Money Trees,Kendrick Lamar (Ft. Jay Rock),https://genius.com/Kendrick-lamar-money-trees-lyrics,6638312,Rap,"['Uh me and my niggas tryna get it ya bish Ya bish ya bishHit the house lick tell me is you with it ya bish Ya bish ya bish', ""Home invasion was persuasive Was persuasive was persuasiveFrom nine to five I know it's vacant ya bish Ya bish ya bish"", ""Dreams of livin' life like rappers do Like rappers do like rappers doBack when condom wrappers wasn't cool They wasn't cool they wasn't cool"", 'Hot sauce all in our Top Ramen ya bish Ya bish ya bish', ""Park the car then we start rhymin' ya bish Ya bish ya bishThe only thing we had to free our mind Free our mind free our mind"", 'Then freeze that verse when we see dollar signs See dollar signs see dollar signs', ""You lookin' like an easy comeup ya bish Ya bish ya bish"", ""A silver spoon I know you come from ya bish Ya bish ya bishAnd that's a lifestyle that we never knew We never knew we never knew"", 'Go at a reverend for the revenue', ""Pick your poison tell me what you doin'"", ""Everybody gon' respect the shooterBut the one in front of the gun lives foreverThe one in front of the gun forever"", ""And I been hustlin' all day thisaway thatawayThrough canals and alleyways just to say"", ""Money trees is the perfect place for shadeAnd that's just how I feel nah nah"", ""A dollar might just fuck your main bitchThat's just how I feel nahA dollar might say fuck them niggas that you came withThat's just how I feel nah nahA dollar might just make that lane switchThat's just how I feel nahA dollar might turn to a million and we all richThat's just how I feel""]"
44,177832,Holy Grail,JAY-Z (Ft. Justin Timberlake),https://genius.com/Jay-z-holy-grail-lyrics,6532389,Hip-Hop,"['Intro Justin Timberlake', ""You'd take the clothes off my back and I'd let you YeahYou'd steal the food right out my mouth and I'd watch you eat it"", ""I still don't know why YeahWhy I love it so much Thanks for warning me yeahOh Thanks for warning me yeah"", 'You curse my name in spite to put me to shame YeahHang my laundry in the streets dirty or clean give it up for fame Yeah', ""But I still don't know why Don't know whyWhy I love it so much Thanks for warning me yeah yeahYeah Thanks for warning me yeah yeah"", ""And baby it's amazin' I'm in this maze with youI just can't crack your code"", ""One day you're screamin' you love me loudThe next day you're so coldOne day you're here Yeah one day you're there YeahOne day you care Yeah"", ""you're so unfairSippin' from your cup 'til it runneth over Uh uh yeahHoly Grail"", 'Verse 1 JAYZ', ""Uh Blue told me remind you niggas uhFuck that shit y'all talkin' 'bout I'm the nigga uh Yeah"", 'Caught up in all these lights and cameras uhBut look what that shit did to Hammer Yeah uh', ""Goddamn it I like itBright lights is enticin'But look what it did to Tyson"", ""All that money in one nightThirty mil' for one fight"", 'But soon as all that money blowsAll the pigeons take flight', ""Fuck the fame keep cheatin' on meWhat I do I took her back"", ""Fool me twice that's my badI can't even blame her for that"", 'Enough to make me wanna murderMomma please just get my bail', 'I know nobody to blameKurt Cobain I did it to myself uh']"
45,3035222,DNA.,Kendrick Lamar,https://genius.com/Kendrick-lamar-dna-lyrics,6520419,Rap,"['Verse 1', 'I got I got I got I gotLoyalty got royalty inside my DNA', 'Cocaine quarter piece got war and peace inside my DNA', 'I got power poison pain and joy inside my DNAI got hustle though ambition flow inside my DNA', 'I was born like this since one like this immaculate conceptionI transform like this perform like this was Yeshua new weapon', ""I don't contemplate I meditate then off your fucking headThis that putthekidstobed"", ""This that I got I got I got I gotRealness I just kill shit cause it's in my DNA"", ""I got millions I got riches buildin' in my DNA"", 'I got dark I got evil that rot inside my DNAI got off I got troublesome heart inside my DNA', 'I just win again then win again like Wimbledon I serve', 'Yeah thats him again the sound that engine in is like a birdYou see fireworks and Corvette tire skrrt the boulevard', ""I know how you work I know just who you areSee you's a you's a you's aBitch your hormones prolly switch inside your DNAProblem is all that sucker shit inside your DNADaddy prolly snitched heritage inside your DNA"", ""Backbone don't exist born outside a jellyfish I gauge"", ""See my pedigree most definitely don't tolerate the front"", ""Shit I've been through prolly offend you this is Paula's oldest son"", ""I know murder conviction burners boosters burglars ballers dead Redemption scholars fathers dead with kidsAnd I wish I was fed forgivenessYeah yeah yeah yeah soldiers DNA Im a soldier's DNABorn inside the beast my expertise checked out in second grade"", ""When I was nine on sale motel we didnt have nowhere to stayAt twentynine I've done so well hit cartwheel in my estate"", ""And I'm gon' shine like Im supposed to antisocial extrovert"", 'And excellent mean the extra workAnd absentness what the fuck you heard', 'And pessimists never struck my nerve', ""And Nazareth gonna plead his caseThe reason my power's here on earthSalute the truth when the prophet say""]"
46,154314,Do I Wanna Know?,Arctic Monkeys,https://genius.com/Arctic-monkeys-do-i-wanna-know-lyrics,6462821,Alternative Rock,"['Have you got colour in your cheeks', ""Do you ever get that fear that you can't shift the typeThat sticks around like summat in your teeth"", ""Are there some aces up your sleeveHave you no idea that you're in deep"", ""I've dreamt about you nearly every night this weekHow many secrets can you keep"", ""'Cause there's this tune I foundThat makes me think of you somehow an' I play it on repeat"", ""Until I fall asleep spillin' drinks on my settee"", ""Do I wanna know If this feelin' flows both waysSad to see you go Was sorta hopin' that you'd stay"", ""Baby we both know That the nights were mainly madeFor sayin' things that you can't say tomorrow day"", ""Crawlin' back to youEver thought of callin' whenYou've had a few'Cause I always do"", ""Maybe I'm tooBusy bein' yoursTo fall for somebody newNow I've thought it throughCrawlin' back to you""]"
47,226866,Take Me to Church,Hozier,https://genius.com/Hozier-take-me-to-church-lyrics,6408416,Alternative Rock,"[""My lover's got humourShe's the giggle at a funeralKnows everybody's disapproval"", ""I should've worshipped her soonerIf the heavens ever did speakShe's the last true mouthpiece"", ""Every Sunday's gettin' more bleakA fresh poison each weekWe were born sick you heard them say it"", ""My church offers no absolutesShe tells me Worship in the bedroomThe only heaven I'll be sent toIs when I'm alone with you"", 'I was born sick but I love itCommand me to be well', 'A amenAmen amen', 'Take me to church', ""I'll worship like a dog at the shrine of your lies"", ""I'll tell you my sins and you can sharpen your knife"", 'Offer me that deathless death', 'Take me to church', ""I'll worship like a dog at the shrine of your lies"", ""I'll tell you my sins and you can sharpen your knife"", 'Offer me that deathless death']"
48,599427,No Role Modelz,J. Cole,https://genius.com/J-cole-no-role-modelz-lyrics,6352555,Rap,"[""First things first rest in peace Uncle PhilFor realYou the only father that I ever knewI get my bitch pregnant I'ma be a better you"", 'Prophecies that I made way back in the VilleFulfilled', 'Listen even back when we was broke my team ill', 'Martin Luther King woulda been on Dreamville talk to a nigga', ""One time for my L.A. sistersOne time for my L.A. hoLame niggas can't tell the differenceOne time for a nigga who know"", ""Don't save her she don't wanna be savedDon't save her she don't wanna be savedDon't save her she don't wanna be savedDon't save her she don't wanna be saved"", ""No role models and I'm here right nowNo role models to speak ofSearchin' through my memory my memory I couldn't find one"", ""Last night I was gettin' my feet rubbed by the baddest bitchNot Trina but I swear to God"", ""this bitch'll make you call your girl upAnd tell her Hey what's goodSorry I'm never comin' home I'ma stay for good"", ""Then hang the phone up and proceed to lay the woodI came fast like 911 in White neighborhoodsAin't got no shame 'bout it"", ""She think I'm spoiled and I'm rich 'cause I can have any bitchI got defensive and said Nah I was the same without itBut then I thought back back to a better meBefore I was a Blist celebrity'Fore I started callin' bitches bitches so heavily"", ""Back when you could get a platinum plaque without no melody you wadn't sweatin' me""]"
49,2441478,Look At Me!,XXXTENTACION,https://genius.com/Xxxtentacion-look-at-me-lyrics,6317900,Rap,"['Intro', ""Can't keep my dick in my pants ayy"", ""She kick me out I'm like Vro"", 'Interlude', ""Damn son where'd you find this"", 'Yah ayyYah ayy yahAyy haha yah yah yahAyyAyy ayy ayy', ""Can't keep my dick in my pants ayy"", ""She kick me out I'm like Vro ayy"", 'Look at my wrist about ten ayy', 'Just got a pound of the boof ayy', 'Tommy my Hilfiger voots ayy', 'I just got lean on my Ksubis ayy', 'I got a Uzi no Uzi']"
50,2419257,Formation,Beyoncé,https://genius.com/Beyonce-formation-lyrics,6269087,Rap,"['Intro Messy Mya', ""What happened at the New Wil'insBitch I'm back by popular demand"", ""Y'all haters corny with that Illuminati mess"", 'Paparazzi catch my fly and my cocky fresh', ""I'm so reckless when I rock my Givenchy dress Stylin'"", ""I'm so possessive so I rock his Roc necklaces"", 'My daddy Alabama momma LouisianaYou mix that negro with that Creole make a Texas bama', 'I like my baby heir with baby hair and afros', 'I like my negro nose with Jackson Five nostrils', 'Earned all this money but they never take the country out meI got hot sauce in my bag swag', 'Interlude Messy Mya  Big FreediaOh yeah baby oh yeah I oh oh yes I like that', 'I did not come to play with you hoes hahaI came to slay bitchI like cornbreads and collard greens bitchOh yes you besta believe it', 'Refrain Beyonc', ""Y'all haters corny with that lluminati mess"", 'Paparazzi catch my fly and my cocky fresh', ""I'm so reckless when I rock my Givenchy dress Stylin'"", ""I'm so possessive so I rock his Roc necklaces"", 'My daddy Alabama momma LouisianaYou mix that negro with that Creole make a Texas bama', 'I like my baby heir with baby hair and afros', 'I like my negro nose with Jackson Five nostrils', 'Earned all this money but they never take the country out me', 'I got hot sauce in my bag swag']"
51,2450584,One Dance,Drake (Ft. Kyla & Wizkid),https://genius.com/Drake-one-dance-lyrics,6232541,R&B,"['Refrain KylaBaby I like your style', ""Grips on your waist front way back wayYou know that I don't play"", ""Streets not safe but I never run awayEven when I'm away"", ""Oti otiThere's never much love when we go OTI pray to make it back in one pieceI pray I pray"", ""That's why I need a one danceGot a Hennessy in my handOne more time 'fore I goHigher powers taking a hold on meI need a one danceGot a Hennessy in my handOne more time 'fore I goHigher powers taking a hold on me"", 'Refrain KylaBaby I like your style']"
52,2314493,Alexander Hamilton,"Leslie Odom Jr., Anthony Ramos, Daveed Diggs, Okieriete Onaodowan, Lin-Manuel Miranda, Phillipa Soo, Christopher Jackson & Original Broadway Cast of Hamilton",https://genius.com/Leslie-odom-jr-anthony-ramos-daveed-diggs-okieriete-onaodowan-lin-manuel-miranda-phillipa-soo-christopher-jackson-and-original-broadway-cast-of-hamilton-alexander-hamilton-lyrics,6177806,Rap,"['AARON BURR', 'How does a', 'by providence impoverished in squalor', 'Grow up to be a hero and a scholar', 'The tendollar Founding Father without a father', 'Got a lot farther by working a lot harderBy being a lot smarter by being a selfstarter', 'By fourteen they placed him in charge of a trading charter', 'THOMAS JEFFERSON', 'And every day while slaves were being slaughtered and cartedAway across the waves he struggled and kept his guard up', 'Inside he was longing for something to be a part of', 'The brother was ready to beg steal borrow or barter', 'Then a hurricane came and devastation reignedOur man saw his future drip dripping down the drainPut a pencil to his temple connected it to his brainAnd he wrote his first refrain a testament to his pain', ""Well the word got around they said This kid is insane manTook up a collection just to send him to the mainlandGet your education don't forget from whence you came and"", ""The world's gonna know your name what's your name man""]"
53,2400811,Panda,Desiigner,https://genius.com/Desiigner-panda-lyrics,6112759,Rap,"[""This what they all been waitin' for I guess so GrrahThey been waitin' for this shit for a long time didn't they Git git git grrahThis what they all been waitin' for I guess soThey been waitin' for this shit for a long time didn't they Git git git grrahAyy I'm just feelin' my vibe right now AyyI'm feelin' myself Grrah"", ""Credit cards and the scammers WooHittin' off licks in the bando Git"", ""Goin' out like I'm Montana GrrahHundred killas hundred hammers Git grrah"", ""Sellin' bar candy Git git"", ""Man I'm the macho like Randy Woo"", 'Bitch nigga pull up ya panty Woo', 'Hope you killas understand me Grrah', ""Credit cards and the scammersHittin' off licks in the bando Grrah"", ""Goin' out like I'm Montana GrrahHundred killas hundred hammers Grrah"", ""Sellin' bar candy Ooh"", ""Man I'm the macho like Randy Git"", 'Bitch nigga pull up ya panty Grrah', 'Hope you killas understand me Grrah']"
54,2342329,Love Yourself,Justin Bieber,https://genius.com/Justin-bieber-love-yourself-lyrics,6119007,Pop,"[""For all the times that you rained on my paradeAnd all the clubs you get in using my nameYou think you broke my heart oh girl for goodness' sakeYou think I'm cryin' on my own well I ain't"", ""And I didn't wanna write a song'Cause I didn't want anyone thinking I still careI don't but you still hit my phone upAnd baby I'll be movin' onAnd I think you should be somethin' I don't wanna hold backMaybe you should know that"", ""My mama don't like you and she likes everyoneAnd I never like to admit that I was wrongAnd I've been so caught up in my job didn't see what's going onBut now I know I'm better sleeping on my own"", ""'Cause if you like the way you look that muchOh baby you should go and love yourselfAnd if you think that I'm still holdin' on to somethin'You should go and love yourself""]"
55,3047142,XXX.,Kendrick Lamar (Ft. U2),https://genius.com/Kendrick-lamar-xxx-lyrics,5950343,Rap,"['Part I', ""AmericaGod bless you if it's good to youAmerica please take my handCan you help me underst"", 'New Kung Fu Kenny', 'Verse Kendrick Lamar', ""Throw a steak off the ark to a pool full of sharks he'll take itLeave him in the wilderness with a sworn nemesis he'll make it He'll make itTake the gratitude from him I bet he'll show you somethin' woah Woah"", ""I chip a nigga lil' bit of nothin'I chip a nigga lil' bit of nothin'I chip a nigga lil' bit of nothin'I chip a nigga then throw the blower in his lapWalk myself to the court like Bitch I did that Xrated"", ""Johnny don't wanna go to school no more no moreJohnny said books ain't cool no more No moreJohnny wanna be a rapper like his big cousinJohnny caught a body yesterday out hustlin'God bless America you know we all love him"", 'Yesterday I got a call like from my dog like 101Said they killed his only son because of insufficient funds', ""He was sobbin' he was mobbin' way belligerent and drunkTalkin' out his head philosophin' on what the Lord had done"", ""He said KDot can you pray for me It been a fucked up day for meI know that you anointed show me how to overcomeHe was lookin' for some closure hopin' I could bring him closerTo the spiritual my spirit do know better but I told himI can't sugarcoat the answer for you this is how I feelIf somebody kill my son that mean somebody gettin' killed"", 'Tell me what you do for love loyalty and passion ofAll the memories collected moments you could never touch', ""I wait in front a nigga's spot and watch him hit his blockI catch a nigga leavin' service if that's all I got"", 'I chip a nigga then throw the blower in his lapWalk myself to the court like Bitch I did that', ""Ain't no Black Power when your baby killed by a coward"", ""I can't even keep the peace don't you fuck with one of oursIt be murder in the street it be bodies in the hour"", 'Ghetto bird be on the street paramedics on the dial', 'Let somebody touch my mama touch my sister touch my womanTouch my daddy touch my niece touch my nephew touch my brother', 'You should chip a nigga then throw the blower in his lap']"
56,118812,Fly Me to the Moon,Frank Sinatra & Count Basie,https://genius.com/Frank-sinatra-and-count-basie-fly-me-to-the-moon-lyrics,5954235,Jazz,"['And let me see what spring is likeOn aJupiter and Mars', 'Fill my heart with songAnd let me sing forevermoreYou are all I long forAll I worship and adoreIn other words please be trueIn other words I love you', 'Fill my heart with songLet me sing forevermoreYou are all I long forAll I worship and adoreIn other words please be trueIn other words in other wordsI love you']"
57,10465609,Houdini,Eminem,https://genius.com/Eminem-houdini-lyrics,5922588,Hip-Hop,"[""Hey Em it's PaulUh I was listening to the albumGood fucking luck you're on your own"", ""Guess who's back back againShady's back tell a friendGuess who's back guess who's backGuess who's back guess who's backGuess who's back guess who's backGuess who's backDadada da da da da da daDadada da da da da"", 'Well look what the stork brungWhat Little baby devil with the forked tongue', ""And it's stickin' out yeah like a sore thumb"", 'Bleah With a forehead that it grew horns from', ""Still a white jerkPullin' up in a Chrysler to the cypher with the vic's percs and a Bud Light shirt"", ""Lyrical technician an electrician y'all light work"", ""And I don't gotta play pretend it's you I make believe"", ""And you know I'm here to stay 'cause meIf I was to ever take a leave It would be aspirin to break a feve"", ""If I was to ask for Megan Thee Stallion if she would collab with meWould I really have a shot at a feat HaI don't know but I'm glad to be back like""]"
58,10766684,Die With A Smile,Lady Gaga & Bruno Mars,https://genius.com/Lady-gaga-and-bruno-mars-die-with-a-smile-lyrics,5853574,Alternative Rock,"[""So I'ma love you every night like it's the last nightLike it's the last night""]"
59,10356410,meet the grahams,Kendrick Lamar,https://genius.com/Kendrick-lamar-meet-the-grahams-lyrics,5740928,Rap,"['Verse 1', ""Dear AdonisI'm sorry that that man is your father let me be honestIt takes a man to be a man your dad is not responsive"", ""I look at him and wish your grandpa woulda wore a condomI'm sorry that you gotta grow up and then stand behind himLife is hard I know the challenge is always gon' beat us homeSometimes our parents make mistakes that affect us until we grownAnd you're a good kid that need good leadershipLet me be your mentor since your daddy don't teach you shit"", 'Never let a man piss on your leg sonEither you die right there or pop that man in the head son', ""Never fall in the escort business that's bad religionPlease remember you could be a bitch even if you got bitches"", ""Never codeswitch whether right or wrong you're a Black man"", ""Even if it don't benefit your goals do some pushups get some discipline"", ""Don't cut them corners like your daddy did fuck what Ozempic did"", ""Don't pay to play with them Brazilians get a gym membership"", ""Understand no throwin' rocks and hidin' hands that's law"", ""Don't be ashamed 'bout who you wit' that's how he treat your momsDon't have a kid to hide a kid to hide again be sure"", 'Five percent will comprehend but ninetyfive is lost', 'Be proud of who you are your strength come from within', ""Lotta superstars that's real but your daddy ain't one of them"", ""And you nothing like him you'll carry yourself as king"", ""Can't understand me right now Just play this when you eighteen""]"
60,4445394,Old Town Road (Remix),Lil Nas X (Ft. Billy Ray Cyrus),https://genius.com/Lil-nas-x-old-town-road-remix-lyrics,5715770,Country,"['Kio Kio', 'Horse tack is attached', ""Hat is matte blackGot the boots that's black to match""]"
61,3348299,FRIENDS,Marshmello & Anne-Marie,https://genius.com/Marshmello-and-anne-marie-friends-lyrics,5688248,Electronic,[]
62,7076626,All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],Taylor Swift,https://genius.com/Taylor-swift-all-too-well-10-minute-version-taylors-version-from-the-vault-lyrics,5683106,Country,"[""I walked through the door with you the air was coldBut somethin' 'bout it felt like home somehow"", ""And I left my scarf there at your sister's houseAnd you've still got it in your drawer even now"", ""Oh your sweet disposition and my wideeyed gazeWe're singin' in the car getting lost upstate"", ""Autumn leaves fallin' down like pieces into place"", ""And I know it's long gone andThat magic's not here no more"", ""And I might be okay but I'm not fine at all"", ""You almost ran the red 'cause you were lookin' over at me"", 'Wind in my hair I was there', ""your cheeks were turnin' red"", 'You used to be a little kid with glasses in a twinsized bed', 'teeball team', ""And you were tossing me the car keys Fuck the patriarchyKeychain on the ground we were always skippin' town"", ""And I was thinkin' on the drive down Any time now"", ""He's gonna say it's love you never called it what it was"", ""'Til we were dead and gone and buriedCheck the pulse and come back swearin' it's the sameAfter three months in the graveAnd then you wondered where it went to as I reached for youBut all I felt was shame and you held my lifeless frame""]"
63,2332455,Hello,Adele,https://genius.com/Adele-hello-lyrics,5648874,Soul,"['Verse 1', ""Hello it's me"", ""I was wondering if after all these years you'd like to meetTo go over everything"", ""They say that time's supposed to heal yaBut I ain't done much healin'"", 'Hello can you hear me', ""I'm in California dreaming about who we used to beWhen we were younger and free"", ""I've forgotten how it felt before the world fell at our feet"", ""There's such a difference between usAnd a million miles"", 'Chorus', ""Hello from the other sideI must've called a thousand timesTo tell you I'm sorry for everything that I've doneBut when I call you never seem to be home"", ""Hello from the outsideAt least I can say that I've triedTo tell you I'm sorry for breaking your heartBut it don't matter it clearly doesn't tear you apart anymore"", ""Hello how are youIt's so typical of me to talk about myself I'm sorryI hope that you're wellDid you ever make it out of that townWhere nothing ever happened""]"
64,3688791,This Is America,Childish Gambino,https://genius.com/Childish-gambino-this-is-america-lyrics,5634365,Hip-Hop,"['Yeah yeah yeah yeah yeahYeah yeah yeah go go awayYeah yeah yeah yeah yeahYeah yeah yeah go go awayYeah yeah yeah yeah yeahYeah yeah yeah go go awayYeah yeah yeah yeah yeahYeah yeah yeah go go away', ""We just wanna partyParty just for youWe just want the moneyMoney just for you YeahI know you wanna partyParty just for freeGirl you got me dancin' Girl you got me dancin'Dance and shake the frame YeahWe just wanna party YeahParty just for you YeahWe just want the money YeahMoney just for you YouI know you wanna party YeahParty just for free YeahGirl you got me dancin' Girl you got me dancin' yeahDance and shake the frame Ooh""]"
65,200546,"Hold On, We’re Going Home",Drake (Ft. Majid Jordan),https://genius.com/Drake-hold-on-were-going-home-lyrics,5628936,R&B,"[""I got my eyes on youYou're everything that I seeI want your heart love and emotion endlessly"", ""I can't get over youYou left your mark on meI want your hot love and emotion endlessly"", ""'Cause you're a good girl and you know itYou act so different around me"", ""'Cause you're a good girl and you know itI know exactly who you could be"", ""Just hold on we're going homeJust hold on we're going home"", ""It's hard to do these things alone"", ""I got my eyes on youYou're everything that I seeI want your heart love and emotion endlessly"", ""I can't get over youYou left your mark on meI want your hot love and emotion endlessly""]"
66,3004837,I’m the One,"DJ Khaled (Ft. Chance the Rapper, Justin Bieber, Lil Wayne & Quavo)",https://genius.com/Dj-khaled-im-the-one-lyrics,5602240,Rap,"['We The Best MusicAnother oneDJ Khaled', ""Yeah you're lookin' at the truth the money never lie noI'm the one yeah I'm the one"", ""Early mornin' in the Dawn know you wanna ride now Let's ride"", ""Quavo WooI'm the one that hit that same spot Hit it wooShe the one that bring them raindrops RaindropsWe go back remember crisscross and hopscotch Hopscotch"", ""You the one that hold me down when the block's hot Hot"", ""Ain't gotta worry 'bout them commas 'cause my cake up Cake"", ""'Cause I promise when we step out you'll be famous Yeah"", ""Modernday Bonnie and Clyde what they named us Why'Cause when we pull up Brrt brrt all angles""]"
67,2849767,goosebumps,Travis Scott (Ft. Kendrick Lamar),https://genius.com/Travis-scott-goosebumps-lyrics,5592521,Rap,"['Yeah730 in the night yeahOoh ooh', ""I get those goosebumps every time yeah you come around yeahYou ease my mind you make everything feel fineWorried 'bout those commentsI'm way too numb yeah it's way too dumb yeah"", 'I get those goosebumps every time I need the Heimlich', ""Throw that to the side yeahI get those goosebumps every time yeahWhen you're not around Straight upWhen you throw that to the side yeah It's litI get those goosebumps every time yeah"", ""713Through the 281 yeah I'm ridin' why they on me"", ""Why they on me I'm flyin' sippin' lowkeyI'm sippin' lowkey in Onyx rider rider"", ""When I'm pullin' up right beside yaPop star lil' Mariah"", 'When I text a cute game wildnessThrow a stack on the Bible', 'Never Snapchat or took molly', 'She fall through plenty her and all her ginnies yeahWe at the top floor right there off Doheny yeah', ""Oh no I can't fuck with y'allYeah when I'm with my squad I cannot do no wrongYeah saucin' in the city don't get misinformed"", ""Yeah they gon' pull up on you Brr brr brr"", ""Yeah we gon' do some things some things you can't relateYeah 'cause we from a place a place you cannot stayOh you can't go oh I don't know"", 'Oh back the fuck up off me Brr brr brr']"
68,109096,Creep,Radiohead,https://genius.com/Radiohead-creep-lyrics,5590358,Alternative Rock,"[""When you were here before couldn't look you in the eyeYou're just like an angel your skin makes me cry"", 'You float like a feather in a beautiful world', 'I wish I was special', ""you're so fuckin' special"", ""But I'm a creep I'm a weirdoWhat the hell am I doin' hereI don't belong here"", ""I don't care if it hurts I wanna have controlI want a perfect body I want a perfect soul"", ""I want you to notice when I'm not around"", ""You're so fuckin' special I wish I was special"", ""But I'm a creep I'm a weirdoWhat the hell am I doin' hereI don't belong here"", 'Ohoh ohoh', ""She's runnin' out the doorShe's runnin' outShe run run run runRun""]"
69,200930,All of Me,John Legend,https://genius.com/John-legend-all-of-me-lyrics,5571201,Soul,"[""What would I do without your smart mouthDrawing me in and you kicking me outYou've got my head spinning no kiddingI can't pin you downWhat's goin' on in that beautiful mind"", ""I'm on your magical mystery ride"", ""And I'm so dizzy don't know what hit meBut I'll be alright"", ""My head's under water but I'm breathing fineYou're crazy and I'm out of my mind"", ""'Cause all of me loves all of youLove your curves and all your edgesAll your perfect imperfections"", ""Give your all to me I'll give my all to youYou're my end and my beginningEven when I lose I'm winning"", ""'Cause I give you all of meAnd you give me all of you ohoh""]"
70,1860079,Jingle Bells,Christmas Songs,https://genius.com/Christmas-songs-jingle-bells-lyrics,5530866,Pop,"['Bells on bobtails ring', 'What fun it is to ride and singA sleighing song tonight', 'Oh Jingle bells jingle bellsJingle all the way', 'And soon Miss Fanny BrightWas seated by my side', 'And then we got upsot']"
71,1149,Monster,"Kanye West (Ft. Bon Iver, JAY-Z, Nicki Minaj & Rick Ross)",https://genius.com/Kanye-west-monster-lyrics,5480607,Hip-Hop,"['Intro Justin Vernon', 'I shoot the lights out', ""Hide 'til it's bright out"", ""Bitch I'm a monster nogood bloodsuckerFat motherfucker now look who's in trouble"", 'As you run through my jungles all you hear is rumbles', ""Kanye West samples here's one for example"", 'Gossip gossip nigga just stop it', ""Everybody know I'm a motherfuckin' monster"", ""I'ma need to see your fuckin' hands at the concertI'ma need to see your fuckin' hands at the concert"", 'Profit profit nigga I got it', ""Everybody know I'm a motherfuckin' monster"", ""I'ma need to see your fuckin' hands at the concertI'ma need to see your fuckin' hands"", 'Verse 2 Kanye West', 'Uh the best living or dead hands down huhLess talk more head right now huh', ""And my eyes more red than the devil isAnd I'm 'bout to take it to another level bitch"", ""Matter who you go and get ain't nobody cold as this"", 'Do the rap and the track tripledouble no assists', ""And my only focus is stayin' on some bogus shitArguin' with my older bitch actin' like I owe her shit"", 'I heard the beat the same raps that gave the track pain', ""Bought the chain that always give me back painFuckin' up my money so yeah I had to act sane"", 'Chi nigga but these hoes love my accent', 'Chick came up to me and said This the number to dialIf you wanna make your number one your number two now', ""Mix that Goose and Malibu I call it MalibooyahGoddamn Yeezy always hit 'em with a new style"", ""Know that motherfucker well what you gon' do nowWhatever I wanna do gosh it's cool nowKnow I'm gonna do ah it's the new nowThink you motherfuckers really really need to cool out"", ""'Cause you'll never get on top of thisSo mami best advice is just to get on top of thisHave you ever had sex with a pharaohAh put the pussy in a sarcophagus"", 'Now she claiming that I bruised her esophagus', 'Head of the class and she just won a swallowship', ""I'm livin' in the future so the present is my past"", 'My presence is a present kiss my ass']"
72,115743,Mirrors,Justin Timberlake,https://genius.com/Justin-timberlake-mirrors-lyrics,5443384,R&B,"[""Aren't you somethin' to admire'Cause your shine is somethin' like a mirror"", ""And I can't help but noticeYou reflect in this heart of mine"", ""If you ever feel alone andThe glare makes me hard to findJust know that I'm alwaysParallel on the other side"", ""'Cause with your hand in my hand and a pocket full of soul"", ""Just put your hand on the glassI'll be tryna pull you throughYou just gotta be strong"", 'Show me how to fight for now', ""And I'll tell you baby it was easyComin' back here to you once I figured it outYou were right here all alongRefrainIt's like you're my mirror"", ""And now it's clear as this promiseThat we're makingTwo reflections into one'Cause it's like you're my mirror"", ""Aren't you somethin' an original'Cause it doesn't seem merely assembled"", ""Ooh I can't ever change without youYou reflect me I love that about youAnd if I could IWould look at us all the time"", ""'Cause with your hand in my hand and a pocket full of soul"", ""Just put your hand on the glassI'm here tryna pull you throughYou just gotta be strong""]"
73,92464,Love Sosa,Chief Keef,https://genius.com/Chief-keef-love-sosa-lyrics,5374027,Rap,"[""I'm tired of motherfuckers in school tellin' me always in the barbershopChief Keef ain't 'bout this Chief Keef ain't 'bout thatMy boy a BD on fuckin' Lamron and themHe he they say that nigga don't be puttin' in no workShut the fuck up y'all niggas ain't know shitAll y'all motherfuckers talkin' aboutChief Keef ain't no hitter Chief Keef ain't this Chief Keef a fakeShut the fuck up y'all don't live with that niggaY'all know that nigga got caught with a ratchetShootin' at the police and shitNigga been on probation since fuckin' I don't know whenMotherfucker stop fuckin' playin' him like thatThem niggas savages out thereIf I catch another motherfucker talkin' sweet about Chief KeefI'm fuckin' beatin' they assI'm not fuckin' playin' no moreKnow them niggas roll with Lil Reese and them"", ""O End or no end 'Raris and Rovers ah"", ""These bitches love Sosa Ha O End or no end YuhFuckin' with them O boys Ha you gon' get fucked over Bangbang'Raris and Rovers Bang skrrt these hoes love Chief Sosa"", 'Hit him with that Cobra Bangbang now that boy slumped over Bang bang', 'They do it all for Sosa', ""you boys ain't making no noise"", ""God y'all some broke boys Ah God y'all some broke boys Bangbang ah"", 'We GBE dope boys Bangbang GBE baby']"
